alphaChoicePos,alphaChoiceNeg,alphaCompPos,alphaCompNeg,betaAgency,betaBandit,agencyBonus
0.194056651593963,0.820279691035379,0.969117943557589,0.35764996188887,3.61478515074804,7.40718814729495,-0.391637389918571
0.309213656255333,0.933294434950081,0.727362767771655,0.238825763097026,2.38314529360403,6.8124833259707,-0.248822209978055
0.700245938465549,0.0633069888712693,0.0232716991601165,0.574989551250858,2.6275073631425,5.73653283239175,0.213261629268034
0.109162249809118,0.440208934599335,0.795857654399089,0.0200152088301362,8.33047825482242,3.57387416820861,-0.28727586216722
0.412923677464036,0.894579267660584,0.883043106044321,0.456204643056021,9.80514290412111,6.13999775345784,0.38784602904174
0.448506808789672,0.0503871167098328,0.00554438576437338,0.74417995266184,8.67017809842028,1.39632526192275,0.236068886490496
0.164811591116586,0.929493188491469,0.684336902751273,0.249258520973499,4.48558988142261,8.43060993885616,-0.215854811451122
0.989178244556617,0.0878010000816063,0.146774774076684,0.925032682043284,9.94004237246845,6.81572107746399,0.277033580213576
0.978067460593374,0.239758223012959,0.378139833706297,0.871242561541102,8.43958695234969,3.67546023414746,0.180070501100832
0.602242343100229,0.0771810758923295,0.00778041911851398,0.886222992551578,1.77815736653744,7.30665291511656,-0.175082800829577
0.781458251856546,0.0204660709937061,0.400889519288745,0.703494033086732,4.0654393597093,9.79727062751896,-0.440272019775875
0.745620595523372,0.262205514983685,0.0343134051720995,0.678202560112104,6.56467837905301,1.74040377760993,0.491526985507568
0.878662940987654,0.425768626597712,0.253605527475505,0.786208227127029,3.60386359769899,9.71039321102589,0.368686004280511
0.971205490368211,0.383188542142217,0.471398580801475,0.930783991218741,7.18417319128243,2.24230655411612,0.182648806043693
0.729297096807806,0.342867840886144,0.312963467461769,0.76004173276484,6.9911878891694,1.60907069208798,-0.459641815291219
0.935023981177676,0.272578361497847,0.287695075639347,0.796757905035443,3.13922278539387,8.87082368500497,0.106146604581068
0.709222476114537,0.187802817221345,0.103865506494122,0.824053368119567,9.7048681916535,5.26994757577146,0.449213960693282
0.101351371712535,0.783665024416795,0.438890089584846,0.137731250896269,7.32520648463628,1.44415585779112,0.402696301277923
0.784507934820734,0.042686453839014,0.0286865497299025,0.972782681696647,9.88629038866111,4.47985193427635,0.236830900871888
0.902693898638683,0.149384251339016,0.0557249039660671,0.963211310057493,2.78440959942141,9.46213600452952,0.454719212613172
0.35148782309987,0.778772230595865,0.93571500506504,0.403667413520104,8.37584584778323,2.81725374044054,-0.327597465791282
0.176601612392172,0.779417943711391,0.78747930967506,0.0367323258794334,8.95927751876845,4.02396930223953,0.166768683998708
0.162006908356053,0.875956069445183,0.652476931767894,0.125954059153216,3.25382022896629,6.39081458081156,0.367640618039784
0.454608180129003,0.12809010035313,0.0986754912999954,0.707656766388022,9.28575556684284,4.98900153890733,-0.110451293267577
0.0792375201377571,0.908845443609946,0.899327367997444,0.508493241859503,9.54882377202182,3.16118638455443,-0.202045847433982
0.94547938797226,0.284828566792516,0.545436108980174,0.936197210951922,2.70955317333563,7.37202981418357,-0.136011620153175
0.707101391219668,0.284789141607775,0.291383341462686,0.950953017001114,8.63476635384217,3.14049753749089,-0.230570440238937
0.165864287709343,0.584904542895065,0.698567927432493,0.1868910015161,9.52811547125363,3.47275714922,-0.234822024679957
0.446400511992732,0.137770181042162,0.110490952189227,0.63190103270026,2.93591258904504,8.81827614848983,-0.499313860388668
0.943253926726151,0.460803578198013,0.615303200015386,0.0826592634495911,1.45743856767759,8.86975874969897,-0.122575188647485
0.129011064606964,0.737810426708133,0.863107908835335,0.0819433528097498,3.68905342635899,8.10518397674981,-0.294446577082212
0.175533517747651,0.70835462891065,0.757909036930259,0.383906296470666,9.3466647851271,4.96162408140237,0.464472881284481
0.128088005580789,0.952658627226177,0.829756626486805,0.42441499962582,2.52664477368449,6.12633337544198,-0.43250631114856
0.635939984906965,0.221875934174454,0.122721482242164,0.61019446650403,1.29376217226124,9.65133752754886,-0.221998162729816
0.404476469497667,0.778986919871948,0.734909334296248,0.116903859423432,6.89316410390962,1.18552264914586,-0.333441732915554
0.880261023434121,0.28125571742337,0.500000759916415,0.946068393809636,3.21613386454892,8.25891617184603,-0.441946250202583
0.777185496590658,0.256987530350648,0.0526685399398747,0.892344301598139,5.77823554858367,1.98744818621101,0.173036546821806
0.884238474078863,0.54656480704088,0.463521436406768,0.860952788621174,7.87507078747963,3.88431978432661,0.36070201745517
0.065899528224457,0.951147173398857,0.83408386867398,0.212114494641952,2.12100925010032,8.23884161285953,0.349869031814635
0.783918924484014,0.0381635919733614,0.0823250127395058,0.648472516958357,6.33749771414269,1.60078451681871,0.178185469389023
0.501561158864747,0.83533762883267,0.135744481039116,0.531496159134884,6.06538433231795,1.0279630322848,0.105971264398407
0.281223312490067,0.665791773922345,0.91389595041902,0.328546776016239,5.01855474366582,1.82701198207336,0.373358426136594
0.902887387037178,0.545421500405219,0.24814111502046,0.870049030990173,4.38744781542233,7.84920968798061,-0.415096579718622
0.223738650220795,0.575958574099225,0.756569068145643,0.0435945203632682,3.30057479354205,7.88525777749918,-0.244291745083781
0.925422845401442,0.0888617978830562,0.08659530341236,0.532526682523349,1.75866563711739,8.88077196778804,0.34784509894848
0.43604146961647,0.960862601082957,0.870076468739388,0.146772893457688,7.30096725387746,3.18641251806932,0.344480882135293
0.022524822663431,0.91922457755139,0.995622983750982,0.402215204111409,3.56944036304027,7.76444574099066,-0.414214822118208
0.044136255420533,0.868146454938,0.623194248993017,0.147654861600816,3.46182565384833,9.47008537312845,-0.248435471282542
0.235461852401853,0.829994158119065,0.743644841914516,0.266812877473318,9.0786973035792,3.80488706114944,-0.203345244698986
