trial_type,trial_index,time_elapsed,internal_node_id,task_version,subject_id,interactions,success,rt,stimulus,key_press,button_pressed,offer,arcade_color_L,arcade_color_R,arcade_outcome_L,arcade_outcome_R,correct,stage_1_key,stage_1_choice,stage_1_rt,stage_2_key,stage_2_choice,stage_2_rt,stage_3_outcome,accuracy,phase,responses,num_errors,context,reward_prob_L,reward_prob_R,arcade_id_L,arcade_id_R,trial,block,response
pavlovia,0,12,0.0-0.0,voc_e2,12195,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fullscreen,1,4711,0.0-1.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-keyboard-response,2,8923,0.0-2.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",NA,4149,static/audio/beep_loop.wav,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-test,3,10892,0.0-3.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",NA,NA,static/audio/turtle.wav,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-test,4,14896,0.0-4.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",NA,NA,static/audio/shark.wav,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,5,22443,0.0-5.0-0.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",NA,1761.5999999940395,static/audio/instructions1.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,6,36211,0.0-5.0-1.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",NA,7023.699999988079,static/audio/instructions2.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,7,42422,0.0-5.0-2.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",NA,407.59999999403954,static/audio/instructions3.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,8,56192,0.0-5.0-3.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",NA,540.0999999940395,static/audio/instructions4.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,9,66136,0.0-5.0-4.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",NA,559,static/audio/instructions5.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,10,68709,0.0-5.0-5.0-0.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,1056.7000000178814,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,11,71458,0.0-5.0-5.0-1.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,1242.699999988079,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,12,73414,0.0-5.0-5.0-2.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,0,10,1,null,null,null,37,1,449.7000000178814,0,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,13,75695,0.0-5.0-5.0-3.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,775,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,14,77626,0.0-5.0-5.0-4.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,424.59999999403954,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,15,99755,0.0-5.0-6.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",NA,4125.200000017881,static/audio/instructions6.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,16,120602,0.0-5.0-7.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",NA,1648.5,static/audio/instructions7.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,17,131042,0.0-5.0-8.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",NA,968.1999999880792,static/audio/instructions8.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-comprehension,18,138635,0.0-5.0-9.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",NA,7589.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"true,true",0,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,19,145879,0.0-6.0-0.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",NA,1693.5999999940395,static/audio/instructions9.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,20,158956,0.0-6.0-1.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",NA,957.3000000119208,static/audio/instructions10.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-trial,21,165058,0.0-6.0-2.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",NA,NA,NA,NA,NA,0,#EDC948,#46d3c8,10,10,1,38,1,3771.7999999821186,37,1,817.8000000119209,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,22,178292,0.0-6.0-3.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",NA,2223.5,static/audio/instructions11.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-trial,23,182202,0.0-6.0-4.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",NA,NA,NA,NA,NA,6,#EDC948,#46d3c8,10,10,1,40,0,1494.300000011921,37,1,906.3000000119208,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,24,202235,0.0-6.0-5.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",NA,1344.2999999821186,static/audio/instructions12.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,25,210753,0.0-6.0-6.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",NA,924.7000000178814,static/audio/instructions13.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,26,219770,0.0-6.0-7.0,voc_e2,12195,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3714}]",NA,570,static/audio/instructions14.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
