trial_type,trial_index,time_elapsed,internal_node_id,task_version,subject_id,interactions,success,rt,stimulus,key_press,button_pressed,offer,arcade_color_L,arcade_color_R,arcade_outcome_L,arcade_outcome_R,correct,stage_1_key,stage_1_choice,stage_1_rt,stage_2_key,stage_2_choice,stage_2_rt,stage_3_outcome,accuracy,phase,responses,num_errors,context,reward_prob_L,reward_prob_R,arcade_id_L,arcade_id_R,trial,block,response
pavlovia,0,347,0.0-0.0,voc_e2,11743,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fullscreen,1,4714,0.0-1.0,voc_e2,11743,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3782}]",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-keyboard-response,2,8627,0.0-2.0,voc_e2,11743,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3782}]",NA,3553,static/audio/beep_loop.wav,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-test,3,11427,0.0-3.0,voc_e2,11743,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3782}]",NA,NA,static/audio/turtle.wav,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-test,4,13934,0.0-4.0,voc_e2,11743,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3782}]",NA,NA,static/audio/shark.wav,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,5,28660,0.0-5.0-0.0,voc_e2,11743,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3782}]",NA,8931.59999999404,static/audio/instructions1.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,6,36931,0.0-5.0-1.0,voc_e2,11743,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3782}]",NA,1524.0999999940395,static/audio/instructions2.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,7,44081,0.0-5.0-2.0,voc_e2,11743,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3782}]",NA,1344.7999999821186,static/audio/instructions3.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,8,58822,0.0-5.0-3.0,voc_e2,11743,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3782}]",NA,1508.2000000178814,static/audio/instructions4.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,9,70597,0.0-5.0-4.0,voc_e2,11743,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3782}]",NA,2384.4000000059605,static/audio/instructions5.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,10,75131,0.0-5.0-5.0-0.0,voc_e2,11743,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3782}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,2870.300000011921,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,11,78469,0.0-5.0-5.0-1.0,voc_e2,11743,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3782}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,1832,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,12,80679,0.0-5.0-5.0-2.0,voc_e2,11743,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3782}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,0,10,1,null,null,null,37,1,700.0999999940395,0,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,13,82836,0.0-5.0-5.0-3.0,voc_e2,11743,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3782}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,649.8999999761581,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,14,84774,0.0-5.0-5.0-4.0,voc_e2,11743,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3782}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,433.7999999821186,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
