trial_type,trial_index,time_elapsed,internal_node_id,task_version,subject_id,interactions,success,rt,stimulus,key_press,button_pressed,offer,arcade_color_L,arcade_color_R,arcade_outcome_L,arcade_outcome_R,correct,stage_1_key,stage_1_choice,stage_1_rt,stage_2_key,stage_2_choice,stage_2_rt,stage_3_outcome,accuracy,phase,responses,num_errors,context,reward_prob_L,reward_prob_R,arcade_id_L,arcade_id_R,trial,block,response
pavlovia,0,13,0.0-0.0,voc_e2,11811,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fullscreen,1,4097,0.0-1.0,voc_e2,11811,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3143}]",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-keyboard-response,2,6653,0.0-2.0,voc_e2,11811,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3143}]",NA,0,static/audio/beep_loop.wav,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-test,3,8994,0.0-3.0,voc_e2,11811,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3143}]",NA,NA,static/audio/turtle.wav,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-test,4,11895,0.0-4.0,voc_e2,11811,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3143}]",NA,NA,static/audio/shark.wav,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,5,21194,0.0-5.0-0.0,voc_e2,11811,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3143}]",NA,3510.9999999999964,static/audio/instructions1.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,6,34111,0.0-5.0-1.0,voc_e2,11811,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3143}]",NA,6174,static/audio/instructions2.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,7,41528,0.0-5.0-2.0,voc_e2,11811,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3143}]",NA,1611,static/audio/instructions3.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,8,58761,0.0-5.0-3.0,voc_e2,11811,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3143}]",NA,4008,static/audio/instructions4.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,9,73928,0.0-5.0-4.0,voc_e2,11811,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3143}]",NA,5779,static/audio/instructions5.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,10,92450,0.0-5.0-5.0-0.0,voc_e2,11811,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3143}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,16953,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,11,93957,0.0-5.0-5.0-1.0,voc_e2,11811,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3143}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,0,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,12,97490,0.0-5.0-5.0-2.0,voc_e2,11811,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3143}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,0,10,1,null,null,null,37,1,2024.9999999999854,0,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,13,99616,0.0-5.0-5.0-3.0,voc_e2,11811,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3143}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,605.0000000000146,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-practice,14,101331,0.0-5.0-5.0-4.0,voc_e2,11811,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3143}]",NA,NA,NA,NA,NA,NA,#EDC948,#46d3c8,10,0,1,null,null,null,37,1,210,10,1,practice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,15,156215,0.0-5.0-6.0,voc_e2,11811,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3143}]",NA,36874,static/audio/instructions6.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,16,179449,0.0-5.0-7.0,voc_e2,11811,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3143}]",NA,4031,static/audio/instructions7.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,17,192349,0.0-5.0-8.0,voc_e2,11811,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3143}]",NA,3425.999999999971,static/audio/instructions8.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fcp-comprehension,18,208187,0.0-5.0-9.0,voc_e2,11811,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3143}]",NA,15836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"true,true",0,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,19,217316,0.0-6.0-0.0,voc_e2,11811,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3143}]",NA,3579.000000000029,static/audio/instructions9.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,20,238017,0.0-6.0-1.0,voc_e2,11811,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3143}]",NA,8583,static/audio/instructions10.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
