trial_type,trial_index,time_elapsed,internal_node_id,task_version,subject_id,interactions,success,rt,stimulus,key_press,button_pressed,offer,arcade_color_L,arcade_color_R,arcade_outcome_L,arcade_outcome_R,correct,stage_1_key,stage_1_choice,stage_1_rt,stage_2_key,stage_2_choice,stage_2_rt,stage_3_outcome,accuracy,phase,responses,num_errors,context,reward_prob_L,reward_prob_R,arcade_id_L,arcade_id_R,trial,block,response
pavlovia,0,52,0.0-0.0,voc_e2,12259,[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fullscreen,1,4621,0.0-1.0,voc_e2,12259,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3639},{""event"":""blur"",""trial"":1,""time"":4621}]",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-keyboard-response,2,12125,0.0-2.0,voc_e2,12259,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3639},{""event"":""blur"",""trial"":1,""time"":4621},{""event"":""focus"",""trial"":2,""time"":11086}]",NA,6939,static/audio/beep_loop.wav,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-test,3,15168,0.0-3.0,voc_e2,12259,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3639},{""event"":""blur"",""trial"":1,""time"":4621},{""event"":""focus"",""trial"":2,""time"":11086},{""event"":""fullscreenexit"",""trial"":3,""time"":13334}]",NA,NA,static/audio/turtle.wav,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-test,4,18659,0.0-4.0,voc_e2,12259,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3639},{""event"":""blur"",""trial"":1,""time"":4621},{""event"":""focus"",""trial"":2,""time"":11086},{""event"":""fullscreenexit"",""trial"":3,""time"":13334}]",NA,NA,static/audio/shark.wav,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,5,25982,0.0-5.0-0.0,voc_e2,12259,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3639},{""event"":""blur"",""trial"":1,""time"":4621},{""event"":""focus"",""trial"":2,""time"":11086},{""event"":""fullscreenexit"",""trial"":3,""time"":13334}]",NA,1528.0999999046326,static/audio/instructions1.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,6,34389,0.0-5.0-1.0,voc_e2,12259,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3639},{""event"":""blur"",""trial"":1,""time"":4621},{""event"":""focus"",""trial"":2,""time"":11086},{""event"":""fullscreenexit"",""trial"":3,""time"":13334}]",NA,1663.2000002861023,static/audio/instructions2.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,7,40894,0.0-5.0-2.0,voc_e2,12259,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3639},{""event"":""blur"",""trial"":1,""time"":4621},{""event"":""focus"",""trial"":2,""time"":11086},{""event"":""fullscreenexit"",""trial"":3,""time"":13334}]",NA,700.5,static/audio/instructions3.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,8,54865,0.0-5.0-3.0,voc_e2,12259,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3639},{""event"":""blur"",""trial"":1,""time"":4621},{""event"":""focus"",""trial"":2,""time"":11086},{""event"":""fullscreenexit"",""trial"":3,""time"":13334}]",NA,740.8000001907349,static/audio/instructions4.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audio-instructions,9,65221,0.0-5.0-4.0,voc_e2,12259,"[{""event"":""fullscreenenter"",""trial"":1,""time"":3639},{""event"":""blur"",""trial"":1,""time"":4621},{""event"":""focus"",""trial"":2,""time"":11086},{""event"":""fullscreenexit"",""trial"":3,""time"":13334}]",NA,965.1000003814696,static/audio/instructions5.wav,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
