subID,trial,leftBandit,rightBandit,selectedBandit,banditKeyResp,RT,accuracy,diff,correct
voc021a,7,bandit50b,bandit30,bandit50b,1,3.5753,1,0.2,1
voc021a,8,bandit50a,bandit50b,bandit50b,2,0.88376,0,0,0
voc021a,9,bandit50b,bandit90,bandit90,2,1.1873,1,0.4,1
voc021a,10,bandit70,bandit30,bandit70,1,1.207,1,0.4,1
voc021a,11,bandit50b,bandit10,bandit50b,1,1.4564,1,0.4,1
voc021a,12,bandit50b,bandit70,bandit70,2,2.0741,1,0.2,1
voc021a,13,bandit30,bandit10,bandit30,1,1.762,1,0.2,1
voc021a,14,bandit50a,bandit10,bandit50a,1,1.3833,1,0.4,1
voc021a,15,bandit70,bandit10,bandit70,1,1.5301,1,0.6,1
voc021a,16,bandit10,bandit50a,bandit50a,2,0.92025,1,0.4,1
voc021a,17,bandit90,bandit70,bandit90,1,0.8942,1,0.2,1
voc021a,18,bandit30,bandit50b,bandit50b,2,8.3011,1,0.2,1
voc021a,19,bandit10,bandit30,bandit30,2,0.89399,1,0.2,1
voc021a,20,bandit10,bandit90,bandit90,2,0.99669,1,0.8,1
voc021a,21,bandit70,bandit50b,bandit70,1,1.4397,1,0.2,1
voc021a,22,bandit10,bandit50b,bandit50b,2,0.82598,1,0.4,1
voc021a,23,bandit70,bandit50a,bandit70,1,1.4121,1,0.2,1
voc021a,24,bandit50b,bandit50a,bandit50b,1,2.1655,0,0,0
voc021a,25,bandit90,bandit50a,bandit90,1,0.88291,1,0.4,1
voc021a,26,bandit90,bandit30,bandit90,1,0.63474,1,0.6,1
voc021a,27,bandit10,bandit70,bandit70,2,1.3462,1,0.6,1
voc021a,28,bandit30,bandit70,bandit70,2,0.78271,1,0.4,1
voc021a,29,bandit90,bandit50b,bandit90,1,0.61903,1,0.4,1
voc021a,30,bandit30,bandit50a,bandit30,1,2.0927,-1,0.2,0
voc021a,31,bandit50a,bandit10,bandit50a,1,0.92428,1,0.4,1
voc021a,32,bandit50a,bandit50b,bandit50a,1,1.4741,0,0,0
voc021a,33,bandit70,bandit90,bandit90,2,1.0257,1,0.2,1
voc021a,34,bandit70,bandit10,bandit70,1,1.1873,1,0.6,1
voc021a,35,bandit50b,bandit90,bandit90,2,1.1038,1,0.4,1
voc021a,36,bandit50b,bandit30,bandit50b,1,1.3655,1,0.2,1
voc021a,37,bandit90,bandit10,bandit90,1,1.2503,1,0.8,1
voc021a,38,bandit50a,bandit70,bandit70,2,1.499,1,0.2,1
voc021a,39,bandit50a,bandit30,bandit50a,1,1.4404,1,0.2,1
voc021a,40,bandit50b,bandit10,bandit50b,1,1.2181,1,0.4,1
voc021a,41,bandit30,bandit10,bandit30,1,0.95729,1,0.2,1
voc021a,42,bandit70,bandit30,bandit70,1,0.80907,1,0.4,1
voc021a,43,bandit50b,bandit70,bandit70,2,1.2279,1,0.2,1
voc021a,44,bandit50a,bandit90,bandit90,2,0.87861,1,0.4,1
voc021a,45,bandit30,bandit90,bandit90,2,0.60531,1,0.6,1
voc021a,46,bandit10,bandit70,bandit70,2,0.94377,1,0.6,1
voc021a,47,bandit30,bandit70,bandit70,2,0.94173,1,0.4,1
voc021a,48,bandit70,bandit50a,bandit70,1,1.1462,1,0.2,1
voc021a,49,bandit10,bandit90,bandit90,2,0.68613,1,0.8,1
voc021a,50,bandit90,bandit70,bandit90,1,1.0455,1,0.2,1
voc021a,51,bandit10,bandit30,bandit30,2,0.71158,1,0.2,1
voc021a,52,bandit30,bandit50a,bandit50a,2,2.1023,1,0.2,1
voc021a,53,bandit10,bandit50b,bandit50b,2,1.4606,1,0.4,1
voc021a,54,bandit70,bandit50b,bandit70,1,1.2293,1,0.2,1
voc021a,55,bandit90,bandit50b,bandit90,1,0.71877,1,0.4,1
voc021a,56,bandit30,bandit50b,bandit50b,2,1.5726,1,0.2,1
voc021a,57,bandit90,bandit30,bandit90,1,0.72082,1,0.6,1
voc021a,58,bandit50b,bandit50a,bandit50a,2,2.6707,0,0,0
voc021a,59,bandit90,bandit50a,bandit90,1,0.999,1,0.4,1
voc021a,60,bandit10,bandit50a,bandit50a,2,0.7779,1,0.4,1
voc021a,61,bandit70,bandit90,bandit90,2,0.83763,1,0.2,1
voc021a,62,bandit50a,bandit50b,bandit50b,2,1.6392,0,0,0
voc021a,63,bandit90,bandit10,bandit90,1,0.70443,1,0.8,1
voc021a,64,bandit30,bandit10,bandit30,1,0.95778,1,0.2,1
voc021a,65,bandit50a,bandit30,bandit50a,1,2.2989,1,0.2,1
voc021a,66,bandit50b,bandit70,bandit70,2,0.69024,1,0.2,1
voc021a,67,bandit70,bandit30,bandit70,1,0.65786,1,0.4,1
voc021a,68,bandit50a,bandit70,bandit70,2,0.57747,1,0.2,1
voc021a,69,bandit50a,bandit90,bandit90,2,0.78061,1,0.4,1
voc021a,70,bandit50a,bandit10,bandit50a,1,0.88071,1,0.4,1
voc021a,71,bandit70,bandit10,bandit70,1,1.2873000000000001,1,0.6,1
voc021a,72,bandit50b,bandit10,bandit50b,1,1.2473,1,0.4,1
voc021a,73,bandit50b,bandit90,bandit90,2,0.75193,1,0.4,1
voc021a,74,bandit50b,bandit30,bandit30,2,1.9881,-1,0.2,0
voc021a,75,bandit30,bandit90,bandit90,2,0.68024,1,0.6,1
voc021a,76,bandit10,bandit70,bandit70,2,0.79093,1,0.6,1
voc021a,77,bandit30,bandit70,bandit70,2,0.89074,1,0.4,1
voc021a,78,bandit90,bandit30,bandit90,1,0.69778,1,0.6,1
voc021a,79,bandit30,bandit50a,bandit30,1,2.4966,-1,0.2,0
voc021a,80,bandit70,bandit50b,bandit70,1,0.60698,1,0.2,1
voc021a,81,bandit30,bandit50b,bandit30,1,1.1301,-1,0.2,0
voc021a,82,bandit50b,bandit50a,bandit50b,1,2.7422,0,0,0
voc021a,83,bandit90,bandit50b,bandit90,1,0.84509,1,0.4,1
voc021a,84,bandit10,bandit50a,bandit50a,2,0.98227,1,0.4,1
voc021a,85,bandit70,bandit50a,bandit70,1,0.80931,1,0.2,1
voc021a,86,bandit90,bandit50a,bandit90,1,0.7789,1,0.4,1
voc021a,87,bandit10,bandit30,bandit30,2,0.87994000000000006,1,0.2,1
voc021a,88,bandit10,bandit90,bandit90,2,0.81492,1,0.8,1
voc021a,89,bandit90,bandit70,bandit90,1,0.8164,1,0.2,1
voc021a,90,bandit10,bandit50b,bandit50b,2,0.79473,1,0.4,1
voc022a,1,bandit90,bandit10,bandit90,1,2.003,1,0.8,1
voc022a,2,bandit30,bandit90,bandit90,2,1.6598,1,0.6,1
voc022a,3,bandit50a,bandit90,bandit90,2,1.2973,1,0.4,1
voc022a,4,bandit70,bandit90,bandit90,2,1.4299,1,0.2,1
voc022a,5,bandit50a,bandit30,bandit30,2,2.4688,-1,0.2,0
voc022a,6,bandit50a,bandit70,bandit70,2,3.6097,1,0.2,1
voc022a,7,bandit50b,bandit30,bandit50b,1,1.7999,1,0.2,1
voc022a,8,bandit50a,bandit50b,bandit50b,2,1.8012,0,0,0
voc022a,9,bandit50b,bandit90,bandit90,2,1.0339,1,0.4,1
voc022a,10,bandit70,bandit30,bandit30,2,2.609,-1,0.4,0
voc022a,11,bandit50b,bandit10,bandit50b,1,2.7839,1,0.4,1
voc022a,12,bandit50b,bandit70,bandit50b,1,2.199,-1,0.2,0
voc022a,13,bandit30,bandit10,bandit30,1,1.7679,1,0.2,1
voc022a,14,bandit50a,bandit10,bandit50a,1,3.9134,1,0.4,1
voc022a,15,bandit70,bandit10,bandit70,1,2.3163,1,0.6,1
voc022a,16,bandit10,bandit50a,bandit50a,2,1.4556,1,0.4,1
voc022a,17,bandit90,bandit70,bandit90,1,0.98121,1,0.2,1
voc022a,18,bandit30,bandit50b,bandit50b,2,3.0149,1,0.2,1
voc022a,19,bandit10,bandit30,bandit30,2,1.4295,1,0.2,1
voc022a,20,bandit10,bandit90,bandit90,2,0.75817,1,0.8,1
voc022a,21,bandit70,bandit50b,bandit70,1,4.4247,1,0.2,1
voc022a,22,bandit10,bandit50b,bandit50b,2,1.9662,1,0.4,1
voc022a,23,bandit70,bandit50a,bandit70,1,3.0155,1,0.2,1
voc022a,24,bandit50b,bandit50a,bandit50b,1,3.4772,0,0,0
voc022a,25,bandit90,bandit50a,bandit90,1,0.78615,1,0.4,1
voc022a,26,bandit90,bandit30,bandit90,1,0.78879,1,0.6,1
voc022a,27,bandit10,bandit70,bandit70,2,1.1573,1,0.6,1
voc022a,28,bandit30,bandit70,bandit30,1,1.2318,-1,0.4,0
voc022a,29,bandit90,bandit50b,bandit90,1,0.79111,1,0.4,1
voc022a,30,bandit30,bandit50a,bandit30,1,3.1208,-1,0.2,0
voc022a,31,bandit50a,bandit10,bandit50a,1,1.1639,1,0.4,1
voc022a,32,bandit50a,bandit50b,bandit50a,1,2.2452,0,0,0
voc022a,33,bandit70,bandit90,bandit90,2,1.6123,1,0.2,1
voc022a,34,bandit70,bandit10,bandit70,1,1.1484,1,0.6,1
voc022a,35,bandit50b,bandit90,bandit90,2,0.96608,1,0.4,1
voc022a,36,bandit50b,bandit30,bandit30,2,2.0814,-1,0.2,0
voc022a,37,bandit90,bandit10,bandit90,1,0.90967,1,0.8,1
voc022a,38,bandit50a,bandit70,bandit70,2,1.5624,1,0.2,1
voc022a,39,bandit50a,bandit30,bandit30,2,4.8763,-1,0.2,0
voc022a,40,bandit50b,bandit10,bandit50b,1,1.4005,1,0.4,1
voc022a,41,bandit30,bandit10,bandit30,1,1.5128,1,0.2,1
voc022a,42,bandit70,bandit30,bandit30,2,2.9892,-1,0.4,0
voc022a,43,bandit50b,bandit70,bandit70,2,2.3329,1,0.2,1
voc022a,44,bandit50a,bandit90,bandit90,2,0.67106,1,0.4,1
voc022a,45,bandit30,bandit90,bandit90,2,0.78203,1,0.6,1
voc022a,46,bandit10,bandit70,bandit70,2,1.2543,1,0.6,1
voc022a,47,bandit30,bandit70,bandit30,1,2.0781,-1,0.4,0
voc022a,48,bandit70,bandit50a,bandit70,1,2.0113,1,0.2,1
voc022a,49,bandit10,bandit90,bandit90,2,0.72297,1,0.8,1
voc022a,50,bandit90,bandit70,bandit90,1,0.9024,1,0.2,1
voc022a,51,bandit10,bandit30,bandit30,2,1.0519,1,0.2,1
voc022a,52,bandit30,bandit50a,bandit30,1,1.2751,-1,0.2,0
voc022a,53,bandit10,bandit50b,bandit50b,2,1.1611,1,0.4,1
voc022a,54,bandit70,bandit50b,bandit50b,2,1.1946,-1,0.2,0
